tenure_months,monthly_usage,support_tickets,plan,churn
41,50.83920953846832,1,pro,0
13,73.84812006176628,0,basic,0
59,31.07769245546354,1,pro,1
20,33.99761597910009,0,pro,0
58,,0,basic,0
32,64.84301726766975,1,basic,0
11,43.42957933543775,0,basic,0
24,8.695833778050172,2,pro,0
8,32.436069077482635,1,enterprise,0
21,42.23302828390902,1,pro,0
33,47.7393715018742,0,pro,0
58,53.2030725731612,0,basic,0
58,44.84944431999941,0,pro,0
11,72.31666877929598,1,basic,0
40,,3,basic,0
37,43.68771265615214,1,enterprise,0
23,35.76878914364121,1,basic,1
3,64.8147073810476,1,enterprise,0
33,52.86595161193424,5,basic,0
6,65.0946112101131,0,pro,0
49,50.8626143718042,0,pro,0
13,124.35280914429896,1,pro,0
46,63.72947921545158,1,enterprise,0
59,34.263798967737046,1,pro,0
30,49.20635538279635,1,basic,0
43,41.29417320957535,0,enterprise,0
25,64.48130146912978,0,pro,0
52,68.75076890926105,1,pro,0
42,57.01730216804815,0,pro,0
3,45.79207772970476,0,pro,0
23,36.058164794819575,0,pro,0
41,81.52478450964702,2,pro,0
30,71.81411242370189,0,basic,0
26,0.0,1,pro,0
27,50.87371664613357,0,enterprise,0
25,32.75868182621525,1,pro,0
32,42.04939618500788,0,basic,0
42,83.44929778549479,0,enterprise,0
17,26.9406770104762,0,pro,0
19,28.81248741633472,0,pro,0
30,98.73394388946247,0,enterprise,0
31,40.175409663267104,0,basic,0
30,45.00243477250744,0,pro,0
16,72.622818140232,4,pro,0
43,39.59282056894554,1,enterprise,0
24,50.53783876763005,0,basic,0
36,54.76177981622986,0,pro,0
32,78.04517033973974,0,enterprise,0
48,17.577298384616846,1,basic,0
10,33.23812140257505,2,enterprise,0
10,47.363610045536674,2,enterprise,0
17,68.15987784501513,2,enterprise,0
58,37.11828319604164,1,pro,0
25,59.227297001669854,2,basic,0
2,39.71624362864267,1,enterprise,0
28,42.10021711738711,0,basic,0
17,75.48140630429927,1,pro,0
48,45.28227829381392,0,basic,0
2,109.23202198452947,1,enterprise,0
38,57.185492784748796,1,enterprise,0
3,72.51699658621045,3,basic,1
34,64.84080300491114,1,basic,0
48,18.880108071064452,1,pro,0
52,19.195601853202938,0,basic,0
8,59.743513778360345,0,basic,0
12,27.884084778409854,1,basic,0
10,39.046251242131504,5,pro,0
7,43.269617575480396,0,pro,0
2,31.66102417498664,2,enterprise,0
24,,0,basic,0
28,65.58101784946308,1,enterprise,0
9,53.49556903334686,0,basic,0
50,61.2243552005188,0,basic,0
33,31.863481819063068,3,basic,0
47,67.48845637258589,0,pro,0
34,32.98729748777214,0,basic,0
32,,1,pro,0
8,36.64244282873164,2,basic,0
24,38.903784925469154,0,enterprise,0
43,73.29426150832127,2,basic,0
15,62.98510980538565,0,basic,0
33,30.902947608258664,0,basic,0
39,62.07593552076975,0,enterprise,0
25,49.987564024219004,1,basic,0
59,50.36727355272234,1,basic,0
55,,1,pro,0
37,62.35657033183287,0,basic,0
51,70.41143963088632,0,basic,0
47,59.69058521585126,1,basic,0
14,56.582721089215205,0,basic,0
15,48.02814229896735,1,basic,0
10,79.98842407602595,1,pro,0
7,34.47035770820711,0,basic,0
55,88.30174584012516,0,pro,0
24,93.72589676996368,0,pro,0
10,93.45840683302296,2,enterprise,0
18,47.331798860972405,1,pro,0
45,92.20125698624804,1,pro,0
22,73.08700098172974,1,basic,0
19,71.57440471463768,4,basic,0
35,116.01435064249242,0,pro,0
22,54.110971680529985,2,pro,1
25,61.62298190620824,0,basic,0
33,25.022377581499256,1,pro,0
21,5.736761724178095,0,pro,0
55,55.970946740427294,1,basic,0
42,58.79694477816001,1,basic,0
1,64.3270756484533,1,pro,0
48,56.29990742506367,0,basic,0
10,10.37200872960588,1,enterprise,0
32,57.71454776635123,1,basic,0
43,72.67432249564266,3,basic,0
15,81.67014558840864,0,enterprise,0
24,,1,pro,0
54,32.34896681931312,1,pro,0
17,36.28162741892379,1,pro,0
7,37.36664118103739,2,pro,0
57,17.712876850850243,1,basic,0
24,36.424845644598,2,basic,0
16,81.79892274311932,2,basic,0
55,28.88124222306056,0,enterprise,0
43,12.6423902784816,0,pro,0
43,44.5082697768812,2,pro,0
57,39.897372526821,0,pro,0
5,63.615938185426224,2,pro,0
46,35.12948073536199,2,basic,0
36,46.36381787019045,1,basic,0
42,33.16491536464814,0,pro,0
35,30.485788557142936,0,basic,0
43,57.36821640635433,2,pro,0
43,52.404600125481025,2,enterprise,0
48,48.8688695035585,1,basic,0
21,60.31293495424332,4,basic,0
17,33.396159653916555,2,basic,0
29,50.32382557841128,4,basic,0
37,,3,pro,0
20,73.60442563099335,0,basic,0
48,12.012863142214066,2,basic,0
42,42.8589029790038,0,pro,0
53,58.89498617187585,1,basic,0
38,38.32675515419197,0,pro,0
54,51.72227183031622,0,basic,0
26,63.63751618911593,0,pro,0
54,59.497824041631475,2,pro,0
41,15.327602256283143,2,basic,0
6,25.715913437612027,1,basic,0
18,0.0,1,basic,1
23,62.96555619168784,1,basic,0
44,54.1088820494814,1,basic,1
27,76.8596328362699,0,basic,0
22,,1,pro,0
53,26.951803236951314,1,pro,0
58,71.37321672851283,1,basic,0
25,23.415730746649764,0,enterprise,0
15,,2,pro,0
16,45.716784057956886,1,basic,0
16,65.44717054655244,1,basic,0
2,68.12865471884118,0,pro,0
34,41.37442725955444,0,pro,0
18,35.1758097219308,1,basic,0
37,48.87649126452621,0,pro,0
47,38.277839717157775,0,basic,0
18,68.95138362754194,1,enterprise,0
2,57.46245298915186,1,pro,0
35,77.86784439916104,0,basic,0
10,102.26634443569502,1,pro,0
37,32.51349758545137,1,pro,0
19,37.811782407626055,3,basic,0
51,59.50189426783775,2,basic,0
32,57.964821873632424,2,enterprise,0
41,42.94899349517287,2,enterprise,0
22,15.437737773616362,2,pro,0
25,100.96814392375872,1,pro,0
53,51.58925656438878,1,pro,0
34,26.416429306055043,1,basic,0
13,1.6593946015407255,0,basic,0
7,78.05945222204221,1,basic,0
34,56.52528425304443,1,pro,0
49,49.96959298343823,1,pro,0
46,29.008287877889497,3,pro,0
4,47.80502866545007,1,basic,1
55,42.054528382085564,1,basic,0
42,0.0,1,pro,0
52,103.71124558863313,0,pro,0
59,58.72210991063053,0,basic,0
8,42.97129287994437,3,enterprise,0
3,30.409378126589257,0,enterprise,0
47,37.682176837344635,1,basic,0
58,98.66663757321341,1,pro,0
40,57.80651871605989,0,basic,0
51,22.971198643203433,2,basic,0
25,67.78403489158427,0,basic,0
53,59.87328304000766,0,pro,0
2,60.45286511047693,1,pro,0
6,47.179664742275754,1,basic,0
10,46.41831593941963,0,pro,0
18,54.14878279311876,4,pro,0
45,45.58836292552333,1,basic,0
19,21.372047793476213,0,basic,1
5,29.622026052746033,0,basic,0
55,49.98180042541509,0,pro,0
19,17.535788864622724,3,pro,1
55,47.08105183768017,4,basic,0
16,43.378665938486904,3,pro,1
42,64.57973695867206,3,basic,0
45,53.05060910299489,0,basic,0
37,43.775837859566614,1,basic,0
22,43.814111733463854,1,basic,0
38,58.49532423461808,0,pro,1
6,68.7141381939343,0,enterprise,0
22,28.13333793242316,2,basic,0
22,18.85654545461056,0,pro,0
51,34.73542147137683,1,pro,0
20,3.170429846549858,2,pro,0
11,33.92519288573283,2,basic,0
43,,1,pro,0
29,69.57228799018877,0,basic,0
19,80.78546170868947,1,basic,0
50,51.12326640962614,0,pro,0
41,52.927928287564455,1,basic,0
18,37.847760048928535,2,pro,1
32,39.23358129422182,0,pro,0
57,55.59088159349763,1,pro,0
53,68.16353756321271,1,basic,0
49,58.428349675433495,1,basic,0
44,8.830125038773566,2,basic,0
37,59.75172755112669,0,pro,0
25,49.81103655371466,2,basic,0
11,,1,enterprise,0
29,52.57493945537656,0,pro,0
25,67.85136427452058,2,enterprise,0
28,52.555031222449294,1,pro,1
12,35.075718523557285,1,basic,0
52,117.34351351837353,0,pro,0
11,36.91971551308424,0,basic,0
9,59.034343963673926,0,basic,0
22,75.0890784741194,2,pro,0
26,32.26049642465672,1,pro,0
7,60.744355828391775,1,basic,0
32,32.5079078207941,0,enterprise,0
14,44.273816149806116,1,pro,0
26,34.314465754842175,2,pro,0
8,85.15815773667127,2,basic,0
36,21.85065607181189,5,basic,0
40,60.033989466969416,1,enterprise,0
30,50.34536175253471,3,enterprise,0
14,9.61358671323736,1,pro,1
25,84.59929078890057,1,pro,0
51,38.12872283484839,0,basic,0
41,44.328258144288505,1,basic,0
4,53.982217379183005,2,pro,0
20,31.30362585625335,0,pro,0
37,33.95755078025635,0,pro,0
36,48.84863647239186,0,pro,0
2,31.84823416090668,0,basic,0
43,51.574093040594434,1,pro,0
4,75.15116912740778,0,pro,0
8,29.12374349342872,1,pro,0
40,17.640108163475333,2,enterprise,0
20,46.91347219208856,1,enterprise,0
41,57.67633684352626,1,pro,0
56,63.09226147515182,1,basic,1
19,27.46965858929659,1,basic,0
57,2.0748862486619757,3,basic,0
35,67.29151201280129,0,basic,0
59,63.931625950739075,0,basic,0
47,80.04748211230856,3,enterprise,0
3,30.11821310452976,2,basic,0
20,60.9135192082875,2,basic,0
49,69.86250768577641,3,pro,0
47,12.532487227835425,0,pro,0
56,70.83488992977685,2,pro,0
50,78.36554228847538,1,pro,0
54,61.24834717468158,4,basic,0
1,60.41529841079233,1,basic,0
43,64.4916500415367,3,basic,0
15,44.31687419219755,0,enterprise,0
40,20.609378171491763,0,pro,0
48,30.94610142530138,2,pro,0
43,45.969227815536186,4,basic,0
52,32.475082095003394,1,pro,0
34,70.17252434478985,0,pro,0
26,41.32678314705788,0,enterprise,0
47,47.275060200945894,0,pro,0
13,13.946084761210969,0,basic,1
30,57.5061943305558,3,basic,0
58,35.37886308351803,0,pro,0
14,79.87666480318163,2,pro,0
41,14.92277304000639,2,enterprise,0
6,56.05260398165444,1,basic,0
59,41.38861969733995,0,pro,0
54,42.25169324798188,1,basic,0
34,83.72888113860182,1,basic,0
45,68.79311507264573,3,enterprise,0
34,32.43534445185797,0,pro,0
11,77.54795479256055,0,enterprise,0
26,36.445644950589966,1,basic,0
49,65.52175970384997,0,enterprise,0
16,14.67985064982593,2,basic,0
18,43.06322271675783,2,basic,1
45,43.719351345369006,1,basic,0
38,42.934000558361674,1,basic,0
25,17.63206580612475,1,enterprise,1
22,11.494891784320586,1,pro,0
48,49.20568270649288,0,enterprise,0
13,61.722204605456895,1,pro,0
20,50.23340030560349,0,enterprise,0
11,42.715220774722525,1,basic,0
18,19.339015844865173,0,basic,0
5,44.15721922054335,2,basic,0
17,38.39367498863037,0,basic,0
5,35.14302700995604,1,pro,0
34,53.12768747619301,2,basic,0
5,53.03699045297891,0,basic,0
1,57.620018024842246,0,basic,0
6,44.436160571509916,3,enterprise,0
10,32.87695919573861,0,basic,0
50,45.61506571758493,0,basic,0
41,43.339247727711765,2,basic,0
31,16.671711501293913,0,pro,0
21,42.56838516775374,1,basic,0
8,16.26844935725469,1,pro,0
32,10.015402904628218,1,enterprise,0
31,33.03683942337085,1,enterprise,0
31,36.63848262599832,0,basic,0
33,63.45579991382877,0,basic,0
32,43.31474455503923,1,basic,0
30,60.10974962986067,1,basic,0
6,78.39799131815147,1,basic,1
13,51.9108849090234,0,pro,0
5,57.10882882098072,2,basic,0
26,35.66497277875866,1,basic,0
35,65.9397729345219,0,pro,0
52,50.66942060678535,0,pro,0
24,50.806849191609714,0,pro,0
23,26.926330657023996,1,pro,0
58,30.764414648683424,0,pro,0
30,36.020661148341915,2,pro,0
23,51.57027252864717,0,pro,0
55,71.31357237883651,0,pro,0
38,19.179274581779975,2,enterprise,0
14,42.162498969337385,0,basic,0
49,43.27865580455399,1,enterprise,0
43,95.03714214604679,1,pro,0
9,45.459856954515196,0,enterprise,0
29,38.708825876291094,1,basic,0
32,64.35975441877372,1,enterprise,0
47,27.245101725682083,0,basic,0
25,60.26707877349973,0,basic,0
22,15.91858348102135,0,pro,0
35,89.907278257321,1,basic,0
32,48.5137413978033,0,pro,0
34,40.857214247464846,1,basic,0
22,23.119199730687928,1,basic,0
12,46.385840380157546,1,basic,0
52,51.07358903139542,0,enterprise,0
52,34.79635651711284,1,basic,0
54,73.26836749637593,0,basic,0
5,42.84476562537566,0,pro,0
38,51.30028588372826,0,pro,0
19,,1,pro,0
58,76.65661399544638,2,basic,0
39,41.806403361137654,0,enterprise,0
44,50.86611121840653,0,enterprise,0
37,55.352641705551044,0,basic,0
49,61.7589174117452,1,pro,0
13,12.78773798978029,0,pro,0
53,72.52459449393545,2,basic,1
23,47.0872649895039,1,basic,0
17,35.0941852229138,0,basic,0
24,,1,basic,0
59,11.113944547603062,1,basic,0
10,34.21792672919142,1,basic,0
24,53.34380849169257,0,pro,0
51,76.78716877498125,0,basic,0
30,47.96250260365384,0,enterprise,0
11,57.54511034038072,1,basic,0
11,43.74799757978158,1,pro,0
56,66.88234777251172,0,basic,0
49,41.66079552872578,0,pro,0
44,58.87449560970048,1,enterprise,0
20,42.966173738528354,0,pro,0
3,30.31044294662107,2,pro,0
41,29.80606484804342,0,basic,0
51,36.77830612779552,0,basic,0
13,72.901732246373,0,basic,0
7,113.56984536422192,2,basic,0
21,45.68826879004225,2,basic,0
15,34.96208512801625,1,pro,0
23,60.38315002972561,1,pro,0
24,59.529908457370674,2,pro,0
14,39.15019281983988,1,pro,0
58,88.21354493680212,1,pro,0
3,67.32573235365268,0,pro,0
43,68.70920550510598,0,pro,0
46,51.14727182565078,1,pro,0
26,52.48672393402278,0,enterprise,0
57,69.38178774655361,0,pro,0
59,22.034368382582578,1,pro,0
14,33.79401877347013,1,basic,0
12,51.70935968105686,0,basic,0
10,20.636858682260723,0,basic,0
7,82.85412864248717,0,basic,0
21,37.49773311139604,1,pro,0
13,41.3830250458617,1,pro,0
5,,2,enterprise,0
32,80.17497686675378,1,basic,0
39,49.136495301706894,0,enterprise,0
49,34.63084867438559,1,basic,0
22,31.316977361122625,3,basic,0
17,54.6521323624909,1,basic,0
34,38.39859145287511,2,pro,1
31,97.49578702292015,0,enterprise,0
54,75.18326012455398,1,basic,0
31,0.0,1,basic,0
51,31.40454502482253,3,pro,0
6,57.064915190790956,2,pro,0
55,96.29643744148791,1,basic,0
24,9.611953456268665,1,basic,0
56,41.14078805747674,1,basic,0
8,74.10362028097455,0,basic,0
35,36.129832950986675,0,pro,0
33,51.42798325795024,4,basic,0
30,39.99022871166472,1,basic,0
15,63.43119312763041,2,pro,0
3,28.015527285108494,1,basic,0
9,50.45950847717675,1,basic,0
7,20.897501522979773,1,basic,0
36,69.54198179734084,4,basic,0
31,62.10559221598334,3,enterprise,0
25,49.27141214287031,3,pro,0
51,50.73970141160402,0,enterprise,0
23,50.54745311769179,1,pro,0
26,42.61329354480306,1,pro,0
4,53.14019718611498,1,pro,0
1,57.33744889610902,3,pro,1
56,48.623962936131086,0,basic,0
13,38.109024189760554,0,enterprise,0
11,41.86884378111565,3,pro,0
45,40.82958230979874,2,pro,0
50,59.083459616861944,2,enterprise,0
10,53.08992055306818,1,pro,0
33,89.4596465715235,3,pro,0
12,46.53524556210524,2,basic,0
35,51.50881122079755,1,basic,0
17,37.41533068429848,3,pro,1
20,52.023966787088,1,pro,0
36,41.10654717829479,0,basic,0
56,32.81711580899517,1,basic,0
50,53.231132319167735,0,basic,0
1,81.82570274845511,0,pro,0
13,32.69237199110606,0,basic,0
53,36.97276238171607,0,enterprise,0
36,49.206838550165834,1,enterprise,0
17,55.067533058828836,0,basic,0
32,76.00049140940345,0,basic,0
58,37.03071454110275,1,pro,0
27,47.18395159684045,2,basic,0
2,34.02968606354618,1,basic,0
35,32.396552240726464,2,basic,0
48,40.41006718275557,0,enterprise,0
49,27.521174768908242,0,basic,0
42,58.73530583299544,1,pro,0
13,70.80357739870803,3,basic,0
29,39.39277053979379,1,basic,0
30,35.63283714337518,2,pro,0
43,76.1201140498206,2,pro,0
6,45.32826356077328,2,basic,0
6,79.30820679096925,0,basic,0
31,0.0,0,basic,0
5,46.24291573414997,0,basic,0
47,29.184034473965887,0,basic,0
29,38.85110293893723,1,basic,0
59,65.6429848917924,1,basic,0
14,71.13450290106672,2,enterprise,0
29,46.02202343013301,1,pro,0
53,68.21821017332428,2,basic,0
18,27.077348332398834,3,pro,0
15,,1,pro,0
35,46.38107330863995,0,pro,0
38,15.453585252339387,0,pro,0
22,67.5131421777029,1,basic,0
49,36.02825527630168,0,pro,0
7,,2,basic,0
40,34.17312755419565,5,pro,0
31,52.99211812799565,3,basic,0
56,61.76458330667229,2,enterprise,0
48,49.448609677193616,1,basic,0
50,39.96632708762397,0,pro,0
53,61.626658346940495,1,basic,0
2,53.768586040529875,1,basic,0
58,41.14532806489368,0,pro,0
7,50.43687391560146,1,pro,0
22,47.94227448822275,2,enterprise,0
16,42.77657613581923,3,pro,0
15,67.63371546755481,1,basic,0
6,84.37788780236635,1,basic,0
7,39.40907396714095,0,basic,0
17,47.27137791118112,0,pro,0
26,30.852314921007295,2,pro,0
15,23.03655703975238,0,pro,0
48,72.34214257902823,0,basic,0
2,36.25074647248147,0,basic,0
14,56.46437894089809,1,basic,0
58,22.584178630752522,2,basic,0
51,36.9072421646844,1,basic,0
53,59.14165655520313,1,basic,0
42,59.17063061328336,2,basic,0
31,54.36189638143108,2,enterprise,0
12,57.84277284092649,1,basic,0
48,54.021669624148096,1,basic,0
38,,0,basic,0
53,83.64231357699904,1,basic,0
49,60.94946398181256,1,basic,0
53,47.44271138730187,2,basic,0
56,29.12815895257097,2,basic,0
1,39.95201980781513,3,basic,0
10,43.19573796698603,1,pro,0
34,78.46011702096008,0,enterprise,0
49,18.719306279150594,1,basic,0
52,33.73379135663687,1,basic,0
46,29.046721923358326,1,enterprise,0
53,66.96071458475038,2,basic,0
15,35.724222779404826,1,basic,0
49,12.909756881219913,1,enterprise,0
18,8.51154448538832,1,basic,0
3,55.7171201439743,2,enterprise,0
57,16.87393485921652,1,pro,1
34,71.48375794783902,0,pro,0
22,,0,pro,0
23,26.757449423568392,3,basic,0
18,42.61182736215143,1,pro,0
44,,1,pro,0
43,19.467544585377993,0,basic,0
22,24.614950092938873,0,basic,0
8,36.589446983036,2,pro,0
19,48.48495937888953,0,basic,0
29,54.681166402744836,0,basic,0
48,11.622156083037929,1,enterprise,0
22,53.94645199799931,1,basic,0
30,46.830731598922426,2,basic,0
33,43.81874200004506,0,pro,0
9,39.889953888391815,1,pro,0
36,69.64850438326884,1,basic,0
26,80.32812820377262,1,enterprise,0
38,39.92778148037827,1,pro,0
44,45.66472147621028,1,basic,0
26,17.322645511777722,1,pro,0
22,41.006219082869926,2,pro,0
53,62.81104687029969,0,pro,0
45,47.04873614138919,1,pro,0
50,56.220325463821375,0,basic,0
43,46.91826492969235,0,enterprise,0
56,51.12522147438242,0,basic,0
52,62.52804961978963,0,pro,0
27,64.55717115997126,1,basic,0
56,10.377201921178504,0,pro,0
44,45.05919743340404,0,basic,0
46,0.0,2,basic,0
26,49.784699702831425,2,pro,0
24,38.64418877009962,0,pro,0
17,37.74059419498058,3,basic,1
5,80.81459930046222,0,pro,0
39,56.8299308088628,0,basic,0
56,72.32796084762592,3,basic,0
56,62.28133661928766,0,basic,0
24,83.48958385547745,1,basic,0
48,44.91800779032079,1,basic,0
41,44.77807841453081,0,pro,0
17,48.03562272993611,1,enterprise,0
36,98.84604596231961,3,enterprise,0
14,41.187058582361814,1,basic,0
54,50.45324152650369,0,enterprise,0
46,77.42012834874156,1,basic,0
39,68.40701386576086,1,pro,0
42,40.04209418419856,2,enterprise,0
56,84.84815201561186,0,pro,0
51,59.5895334763184,4,pro,0
28,78.92545088042631,0,pro,0
9,62.10426258436988,0,basic,0
55,65.55285566904868,0,basic,0
51,35.14972352881562,2,pro,0
35,,0,pro,0
26,35.98062783367282,0,basic,0
13,51.53752840744142,1,basic,0
17,71.74479093974988,5,enterprise,0
56,43.211949369867256,1,enterprise,0
21,52.387969072836555,0,basic,0
11,50.16582916515276,1,basic,0
59,53.1347602994314,2,pro,0
53,61.80642293271649,0,basic,0
57,20.03778060967782,0,enterprise,0
33,39.51692716878775,0,pro,0
5,91.30903103079123,1,basic,0
55,10.926560141588858,3,basic,0
19,37.261638483649335,1,pro,0
47,65.96920287206414,0,pro,0
43,13.179528819024426,1,basic,0
59,32.7645411047542,0,basic,0
3,33.92882381970733,3,enterprise,0
57,81.3457580696161,2,pro,0
3,32.62598512499552,1,pro,0
10,62.64108839208793,0,basic,0
3,37.402537555416785,3,basic,0
14,50.209026289400015,0,basic,0
52,27.342174198819478,0,basic,0
57,20.575861261479847,0,basic,0
20,40.63064697606961,2,pro,0
41,22.47648246481009,0,enterprise,0
19,46.471038689767106,2,pro,1
53,52.36555040168233,0,pro,0
47,58.17558897988278,2,basic,0
30,80.5423346034236,1,enterprise,0
19,78.36612088499763,0,pro,0
9,27.91631302077927,1,pro,0
44,35.00066364671364,0,basic,0
34,83.78392918503475,0,basic,0
22,48.89390989030048,0,pro,0
53,42.26951232596833,2,basic,0
18,71.40476649659857,3,enterprise,0
3,37.48935786223121,2,pro,0
23,68.65432090510316,1,basic,1
30,43.94355991967925,2,basic,0
10,75.87641931300902,1,basic,0
14,47.07404714508047,2,pro,0
5,66.37754486070901,1,pro,0
57,71.16054263853181,0,basic,0
52,,2,pro,1
29,34.05174614176644,1,basic,0
52,42.30965232530575,1,basic,0
53,21.64256962153989,1,basic,0
28,15.523834660447172,0,pro,0
50,40.04029408524177,1,pro,0
41,53.17440587442298,1,pro,0
45,75.0463507634179,1,basic,0
51,41.66147803409679,2,pro,0
16,88.1998144261091,2,basic,0
24,53.621848447375555,2,basic,1
33,67.59882551633643,1,enterprise,0
42,44.85270101183208,1,basic,0
40,24.814784158443622,2,pro,0
45,81.64538464149337,1,enterprise,0
44,44.15419489508584,4,basic,0
5,72.19841685657536,2,basic,0
21,42.556319898711166,3,enterprise,1
9,61.680815930930905,0,basic,0
59,46.75071572987424,2,enterprise,0
45,42.999389303471844,1,basic,0
31,46.942120500681376,3,basic,0
42,63.561603400630815,4,basic,0
7,25.745024846405986,0,pro,0
11,30.423013121996078,5,pro,0
39,69.5644668584575,2,pro,0
49,35.18836834672362,1,basic,0
42,53.541577192194175,2,basic,0
48,22.88201884381772,1,basic,0
24,45.52007681736252,1,pro,0
20,71.80674713137014,1,pro,0
31,51.500926794064966,1,basic,0
21,53.96916700722632,4,enterprise,0
14,41.919727673220045,2,basic,0
7,51.74966526754577,0,pro,0
49,14.098736924380944,0,enterprise,0
27,17.033450014976168,1,pro,0
24,57.90451625476274,1,pro,0
7,14.34797051334899,0,pro,0
58,75.81173271759559,0,basic,0
33,66.6277732105808,0,basic,0
35,25.568005717647367,0,basic,0
37,5.953513192326206,0,pro,0
8,1.1459682351545908,0,enterprise,0
35,55.77345496552972,1,basic,0
39,47.68500842956952,0,basic,0
5,76.52911308437275,1,enterprise,0
45,58.99465734107693,1,basic,0
37,80.73829315703551,3,basic,0
52,,0,basic,0
45,30.615754645701692,2,pro,0
21,45.821629837056996,0,basic,0
9,32.60972814874715,0,pro,0
51,43.18752350695685,1,basic,0
36,39.16121305164466,0,pro,0
45,44.820170135850645,0,enterprise,0
49,76.63363387041812,0,basic,0
36,38.395540634711885,1,pro,0
12,25.52788654875242,1,pro,0
30,36.79285028658587,0,basic,0
54,39.878228443219456,0,basic,0
12,37.7819681474029,0,pro,0
58,46.06047610216154,1,basic,0
9,40.84542377430414,0,basic,0
42,71.75418888162959,0,basic,0
36,67.75858597166689,2,basic,0
52,34.25876263562483,1,enterprise,0
16,69.2429393223049,5,pro,0
17,77.58702146277989,1,pro,0
12,49.687902533512585,0,pro,0
40,32.73781937491587,0,enterprise,0
17,58.36427860266654,1,pro,0
55,48.07452549063862,4,basic,0
17,56.426315736825806,1,basic,0
3,28.469501072271527,2,enterprise,0
16,91.67371418840862,2,basic,0
49,45.80515453023121,2,basic,0
11,60.37487903778371,2,pro,0
14,37.881902917384195,3,basic,0
8,52.93705811877576,1,enterprise,0
48,3.9760758743821256,1,enterprise,0
40,23.83608115242341,0,pro,0
38,0.4426237038106251,2,basic,0
21,69.70372340850817,1,basic,0
48,22.181664547704077,1,basic,0
12,18.81104865660209,1,basic,0
24,72.58212154694306,2,pro,0
12,40.22712992475324,1,pro,0
27,46.747568900151606,1,basic,0
24,71.60118139747789,0,basic,0
55,59.96237799346558,0,basic,0
30,56.43191129847866,0,enterprise,0
5,63.30004808192807,0,basic,0
14,11.23898129405407,0,pro,0
10,76.11260840907494,1,basic,0
38,76.84664019851994,2,pro,0
58,87.2656606448424,2,basic,0
13,8.359075658585091,1,basic,0
54,33.298053681461994,0,pro,0
55,39.07209235871882,2,basic,0
9,84.48912126623428,1,basic,0
4,61.69797697886371,1,basic,0
58,85.89888263925887,1,pro,0
55,59.46084348265333,0,basic,0
16,37.61919331730101,2,basic,0
10,24.465784090054598,0,pro,0
53,39.0534918480931,0,pro,0
41,,2,pro,0
54,33.445045009737406,2,basic,0
8,14.878480610476053,1,basic,0
2,,1,basic,0
35,77.96386762324609,1,basic,0
1,99.26808166384443,1,enterprise,0
16,75.56381727760427,0,pro,0
20,69.94882359696986,3,basic,0
58,14.782987503829375,3,pro,0
55,42.978637710052055,1,basic,0
22,42.96410489191564,1,pro,0
47,53.247473536089075,1,basic,0
54,31.88159434128428,0,basic,0
23,66.37540923040538,0,basic,0
58,75.58389921451126,0,pro,0
51,52.67399130684937,1,basic,0
36,44.64129459032529,0,pro,0
19,54.24939643413175,1,pro,0
15,58.04470662348245,1,pro,0
21,66.30996578473803,1,basic,0
53,33.155764775785386,1,basic,0
12,79.35488269203121,2,basic,0
21,51.07093236009567,0,basic,0
57,46.8700136021957,1,pro,0
40,64.18594250061078,2,basic,0
48,36.3246830797586,3,pro,0
6,67.88219510953093,1,basic,0
28,93.30747585492117,2,basic,0
46,59.0314911906204,1,pro,0
16,54.4045438367031,0,pro,0
52,40.70564476733752,0,basic,0
57,80.19043794376897,1,basic,0
29,,0,basic,0
24,19.889403204610048,1,basic,0
28,69.71425710106357,2,basic,0
13,36.758213785225614,0,enterprise,0
5,26.52254301694719,0,basic,0
26,48.59732838400338,1,enterprise,0
22,36.748954189679935,3,basic,0
43,73.29128384145598,1,enterprise,0
10,24.721719378516,1,pro,0
46,,0,basic,0
10,30.97617668262154,1,pro,0
7,47.13797712330722,0,pro,0
55,61.77628038557878,0,basic,0
56,28.117280978406786,3,pro,0
20,35.4115041549573,0,basic,0
40,18.478773941135678,0,basic,0
13,45.92628905106795,2,basic,0
4,29.391564789449674,2,enterprise,0
14,93.33794854712002,1,pro,0
50,88.43140780432881,0,pro,0
49,31.19275730875518,0,basic,0
58,52.59846952278536,0,enterprise,0
51,58.24139362811248,0,pro,0
50,38.894327862490286,0,pro,0
34,41.98204339923461,2,basic,0
1,62.616942125655655,0,pro,0
44,44.37115140984417,1,basic,0
28,43.76730700501547,1,basic,0
49,49.18157177183859,0,basic,0
35,74.5095458115422,0,pro,0
21,44.564222270996666,1,basic,0
53,57.54176837455575,1,basic,0
35,54.56514840464319,1,pro,0
30,64.09383603656694,1,basic,0
16,45.903607113633655,3,basic,0
5,39.94976310221412,1,basic,0
7,36.02422721558736,1,enterprise,0
56,54.553087170207476,2,basic,0
4,52.591013161098886,0,basic,1
57,44.660907124946014,2,pro,0
3,54.24836383490684,1,enterprise,0
29,97.12466572946147,0,basic,0
24,65.58456700370878,0,basic,0
4,13.106622496401144,1,pro,0
55,75.86977623969076,1,basic,0
50,52.69569035990162,2,pro,0
39,29.49195329416459,1,basic,0
44,76.7132706949916,1,basic,0
30,48.246171404235405,0,pro,0
58,70.18195732966655,0,pro,0
51,37.5633484683536,1,basic,0
1,70.97892391306807,1,enterprise,0
17,44.1967907295848,0,pro,0
26,68.98407501006261,0,basic,0
