sqft,bedrooms,age,neighborhood,price
1384.644489679155,5,29,A,221649.5160681207
781.2361017236375,5,7,A,148479.79084533965
1818.5323916128877,1,10,C,305741.1347249302
742.6794016556769,1,11,B,170328.13329964655
1608.0422322271038,2,48,C,286040.38224746165
2164.870252073621,5,78,A,316791.56696369965
947.9583071399985,4,9,A,163752.29152244714
1819.3772303589822,1,53,B,268326.0768777151
2544.0108691854393,4,43,A,376201.46119942184
2016.9074844125782,4,51,A,263037.8405212424
2113.3930204498074,3,71,A,285361.37711473845
2344.044248290047,2,3,B,420376.2249206402
2839.777843278708,4,52,A,434730.60746326315
1890.8538490339122,5,34,D,324035.0756126073
2537.700516859875,5,74,A,320960.41309103655
1761.4984701975457,5,63,A,279192.30123380484
1472.2987107399094,3,41,B,270378.3781421268
1988.892581770539,3,36,A,300518.30163455615
1436.5122912049974,1,73,C,280131.2478061332
1456.1224705400607,2,2,D,235040.2354928861
1435.355621734652,1,57,A,227581.41082661727
422.74548268009994,2,29,A,133846.93337165745
1863.299686596358,5,35,A,259767.16687155314
1041.6987848427193,5,2,A,223023.7075161456
1735.6385275990335,5,53,C,303123.0061067031
2669.981268290897,5,21,A,415070.400302787
1487.3998061356258,1,42,B,276718.78793586465
1474.7945049315138,5,69,A,244274.95595501192
2618.3456307010774,4,0,A,356359.46348778176
,4,56,B,306268.0764454703
2385.9162584115857,4,45,C,403650.4202733814
1586.825259607804,1,21,C,276375.27660195256
2248.8499277225565,5,54,A,383779.3156721288
1388.2988465059186,3,44,A,220091.87902049758
1394.3989646268606,4,47,A,281345.3062688295
2157.7465669230396,5,32,B,359049.22382086323
1440.9760972363654,2,73,C,239309.57729646022
2260.271125946372,1,56,C,418190.2880501464
3235.010721257579,5,71,A,449485.86140206066
788.3084778316286,2,35,B,207510.67415673795
1348.677374327253,5,67,B,288767.95289130835
2472.0877091056045,5,69,A,362247.8077284909
1712.9530983040659,2,0,B,308972.77908528957
2496.6539098755434,2,74,D,353088.7803903913
1193.9614361202555,4,19,A,254331.61957718918
1998.8065066847823,4,68,D,279921.94261671347
1709.6662093062932,1,74,B,234054.63696551273
1884.2224337240054,2,10,C,368302.3302985589
1998.6696114332178,2,38,A,309314.4057339891
1067.9961824064262,3,22,A,149065.75145098858
1155.5175087844234,2,28,A,223052.06493979524
2639.546404137254,1,72,A,318780.71674748196
1975.9282269485734,5,0,B,338299.0377991845
1863.8077997715764,5,75,B,296481.26676433434
1773.555166431868,3,35,B,289436.5085904354
2013.9254992236702,5,76,B,328155.38035673025
1106.4379563567322,2,33,C,215636.68917682633
1200.5836008627602,4,0,C,301848.37446678506
2582.7049483238598,4,12,C,452408.5436957062
1890.765133108298,5,27,B,344945.6227049502
2310.1805241924203,4,9,D,373500.2364953509
1436.601595847236,2,35,D,244561.00238077776
2626.035228215583,1,56,A,361568.99791952
2007.1670431917114,5,32,B,346272.26065890084
2088.7474915500516,1,45,A,281127.73540566454
2129.2376026294683,5,2,D,340268.25485184893
1321.7944563767219,2,72,A,195731.0260519668
680.5674819599637,4,19,C,164631.86652868806
1155.1183997489386,1,66,A,1129533.1176575846
2778.3137144318166,1,75,A,343290.22276711906
2580.4103821922918,1,12,B,421255.4929276239
1591.847179213218,5,72,B,325882.2404986272
1618.994203778313,2,16,B,294511.45826157177
2421.9635263415116,5,10,B,371798.2631754777
1698.9540763478483,2,78,A,248880.7441128099
1020.4440779215328,2,3,D,147260.37064087213
2559.3258555576967,4,77,B,367335.1320320759
2086.307146748359,3,56,B,305150.6687984345
300.0,3,77,A,83943.28269923963
1612.0859366820735,1,14,C,299873.70336228644
1886.2021219706037,2,56,A,273735.56072626705
2088.748096235273,2,23,B,337542.3766975022
1891.2907135869812,3,24,A,268357.12816615717
1418.5549216538252,2,79,B,260724.4215472537
1730.5445735820076,1,9,B,309403.35516634834
1976.8801907661602,2,70,C,316912.8290712569
1639.19754863159,2,71,C,302157.2645281295
1576.8595681762756,4,12,C,301529.3046637518
2551.25036319889,3,68,A,338924.04220570705
1232.0353888384486,5,29,D,212803.95362030767
1590.3219173340526,2,36,A,269699.25590222667
581.2385921705461,3,32,A,128101.85452406376
2124.581978070847,5,61,C,383720.8785796036
2296.958675908131,1,4,C,389709.5738993765
2129.092099557951,2,47,C,324015.38464738504
2350.6034924767373,5,39,A,289248.8205604182
2064.4240468581365,4,34,D,268795.7309797556
2005.5092345720473,1,15,B,298968.51977321325
2084.368240192808,1,62,A,269355.6239467922
1639.614940828034,4,65,D,220422.79013506306
2512.9967175578413,5,43,A,333275.930632219
1590.856760991506,3,70,A,249444.39226352074
922.5888449068843,3,66,A,191025.10618958675
2309.8701681710704,2,49,C,412599.28917063924
2910.421667970889,4,13,B,461385.5287102692
1223.9093284256214,1,17,C,230657.4962810782
1739.021322244286,4,52,B,308157.71407955827
1388.7347935691837,4,41,C,240054.9598687701
,1,31,A,259339.23337705765
1827.6557830677948,5,33,B,341231.95532120886
1054.9149283312986,5,3,B,214042.61664453964
1633.4077972396276,2,73,A,247332.70623440488
920.4195681705677,3,5,B,210718.21510930406
1459.0634172351133,5,74,B,266369.8404337243
1088.3582076081075,2,15,A,237153.30066080726
1164.5635803239134,3,43,B,224409.39711867963
768.0535916050801,2,11,D,109730.66586242766
2531.6127532395803,4,20,B,370085.53676986287
2105.435450843731,3,2,B,374118.1127013053
649.5215739261034,3,19,B,126334.47310356412
1441.9034435712747,3,7,B,269811.5225713703
1397.7368400581556,1,15,D,167228.575416813
1385.4335230988418,5,11,B,287229.56035613647
931.8698924661097,1,35,C,206108.93841349764
2252.631432821073,2,34,B,371238.4136444052
1562.4817286952007,1,57,A,191292.48972530407
2080.889345693708,2,21,A,272001.24842274364
2116.0534590998564,1,2,A,303894.76132288884
2625.2671870025324,3,4,A,373773.43489024753
711.0766333541139,3,57,A,172320.41885637314
2843.1612668549733,2,16,C,449494.64450431755
2561.2891643347384,2,25,D,351903.3917883529
2143.839595401304,3,60,A,305565.7003980532
3230.15533754047,4,28,A,494647.20948270813
1922.9871587563389,2,24,B,254223.99479017954
2292.887349642131,3,79,B,340624.81177598634
1356.9516112392243,2,45,C,230861.71027704614
2480.6144447710967,3,14,A,326291.8159255745
1900.6955818334486,3,36,C,388373.15190756455
1529.279913086372,1,60,D,240491.45416787153
3070.1635189895255,2,46,A,445303.104376381
1617.120201275501,4,31,D,230807.81831769994
1805.3167965651105,1,52,B,291516.77981984406
1681.632025604323,2,69,C,309092.44249773974
1346.5974520581112,2,19,C,272741.1253670933
2118.763440318257,4,64,A,333783.748474908
2243.045762239639,3,43,A,358708.90051541827
2012.6235166432352,4,15,A,337641.26247405447
383.65304313303886,4,30,A,151278.87553530437
2404.798202053851,4,0,B,418130.63754540996
1589.8569901061437,1,55,A,225828.4386797216
1070.2059528664163,1,79,C,227741.81680746903
2161.9685754305847,3,13,B,320516.08432134916
2137.709652224318,5,79,B,302658.7670329047
1174.155778631198,1,47,D,196808.3682964859
3283.461407299539,4,19,C,497982.4193666065
1074.2240703746097,4,53,A,202746.5202271918
760.1983773693264,4,19,A,150052.08021927008
1107.4971442210099,3,40,B,215825.9657426736
2652.4799057340383,5,61,C,472974.7955159056
1694.4859645778906,4,4,B,335453.82405126584
1576.765987291085,2,64,A,232565.25435714464
1762.7053673200035,2,4,C,339277.1117730873
1442.031655250217,3,35,C,280802.40915845026
1385.8419520037576,4,18,B,275537.47147950064
1415.2707037167368,5,58,C,267782.63425453636
2224.7733140804535,4,34,B,381855.26712255937
2412.273531402994,5,76,A,366804.2757910334
1166.9444628103338,2,54,C,221084.05393333625
1943.5367830430346,5,64,A,333483.27227701
2272.924344749452,5,48,A,338797.56908180966
1150.9488302963305,3,35,C,219059.197868031
,3,16,A,248471.9117171424
1177.161502613525,1,69,A,185034.30668109626
1025.382874189658,3,67,B,216460.73900907277
1861.1177212740008,4,25,B,314320.38324240956
1358.320577201925,5,79,C,307094.03409101366
2178.677453486728,5,4,A,360648.78618386586
1782.346846430818,3,49,C,305143.5555140345
2047.5764131229967,2,0,C,357233.91352799267
1624.6302524280773,4,26,B,325617.13545283943
1419.0015704465861,3,63,A,180291.99996752298
1745.5961189359311,2,74,A,284877.07049875637
1797.0023218340425,2,20,A,258789.04107668274
1376.4867032900281,3,2,B,280094.2221589454
2055.957273066099,1,32,C,333660.05053814175
2247.956913585881,2,62,A,339089.68862435356
1894.849623198556,5,55,D,303366.0432723935
2828.094533100936,5,1,B,403108.07939508406
1420.5965942095704,4,1,C,258177.54694942659
2112.357850920662,1,15,B,316256.34689514386
1554.7591196825636,3,41,A,219707.88523042182
1940.7777022051557,2,57,D,240498.7649110103
1302.0303962507492,5,9,D,248446.07368340064
2469.07402641886,3,38,B,365080.97896159557
1905.6125434543544,2,10,C,324404.5751450589
2515.3466997439004,5,5,C,426968.79369724717
1040.3426539057455,4,45,B,185480.61610586022
,1,66,B,224697.87617400725
1264.4605198331574,5,58,B,222007.59390892327
1480.8348808250994,2,9,B,302950.70652027
1384.4341816885053,5,28,A,281462.6606470969
1727.6754394276243,2,10,A,272218.8938561043
1789.6517137632943,4,17,B,341641.00606628414
,3,16,A,299201.02855233045
,5,37,B,270503.7585212127
1912.455106733201,3,30,C,343787.49221426935
2325.3692973185407,2,32,A,331720.32056159584
1258.6346604066462,3,73,C,295549.3285548909
1800.533175001153,2,39,D,280528.5096500949
1755.557466494471,4,64,A,263742.78517724853
2081.012780534257,1,74,A,260522.7016939784
1761.6848491357412,2,54,A,238310.45570382147
1790.6011178429965,4,50,B,305112.3985311735
1205.3425306631211,2,78,B,220625.3040017782
1813.0223034357848,5,7,B,333820.6683085658
1246.8693064205345,1,37,A,174745.45497746475
2109.422548898447,3,9,B,350069.3557941514
1738.068639428087,1,66,B,286976.3320883283
1823.915050568799,5,2,D,242169.82135848445
1265.2857797458237,1,30,B,194170.5771097667
2282.2545479650134,5,48,B,342386.8644157897
2215.3883453593044,1,70,B,309852.0879595025
2316.9143574298846,4,61,B,356274.9651423064
3136.4316485479053,5,2,A,446571.94135168893
1768.4883706241558,2,39,C,316683.9182262892
2522.041701484684,4,77,B,311624.10127045284
1725.703316145647,4,32,A,282368.745028834
2036.4523775041787,2,3,A,287976.69928140164
2019.2024565677614,4,71,A,344691.25181069394
1958.7550580150846,5,36,A,273921.8416473418
2194.9537071122286,5,2,D,304503.16155846766
1617.6381717964523,1,46,B,235194.4187001172
1824.559368948886,1,77,B,303804.2838309632
2121.185788405087,3,5,A,291137.2101506299
2848.7123400230944,4,51,C,461518.2108545492
1294.585998610553,1,50,B,245192.40234232228
716.3204277702521,3,66,D,130889.37002881627
1509.548705311381,5,42,B,243484.26744020113
1853.9570597884717,2,61,A,268308.0412643764
1904.986255922214,4,71,C,336059.00125141913
1855.3306714720404,1,70,C,300433.39287661464
2509.6740736072697,4,20,A,357169.3023776075
2385.629875670328,5,8,B,410280.86754495243
1770.4392570292225,5,43,B,314774.3308047019
1518.271726348688,1,25,A,256991.3230541165
1592.3946711704964,3,76,B,284023.62953429826
1586.217508210441,5,47,C,296209.09997822094
,5,41,C,312383.4568128384
856.4096630742031,2,23,C,256173.89210909084
1523.3755538144264,2,11,D,175559.8837405382
1545.0719872224204,5,47,D,278567.05753405974
1686.6717685812237,3,79,C,342622.93357214594
1647.419992547926,2,72,D,227579.5648687916
2203.204284976522,5,20,A,363106.6334250853
1480.8339864222048,4,53,B,340492.6980091396
1536.8533791414707,4,31,A,236242.65916766092
,2,4,B,368411.56057281344
1658.8110919534608,5,67,A,284354.5705698379
1929.8728361074054,2,9,A,282437.0808210945
2201.601419013664,3,38,B,373021.0430206158
,4,77,B,344574.8451627672
1950.0974687905896,3,28,C,336696.07155161677
1682.1350653945083,4,5,A,314351.83069762215
2209.136461855924,4,76,A,313003.88709326315
,1,67,A,266236.59070909437
1497.088349362951,3,55,B,265069.6638567779
1709.514487800594,1,78,A,285036.0695854818
1069.1223736064812,5,12,A,249356.23981636006
1223.0664155118525,2,12,B,253565.57692332973
670.2551779328796,4,28,B,167937.7283608443
1392.041171035853,1,56,A,236475.46553184962
2601.3272529785304,1,69,B,326197.32161579083
1466.106696004048,2,64,A,201975.2163074801
2272.524490261621,2,21,A,359119.8387282358
1797.930087466319,5,76,C,353328.4109602132
1379.6707061450797,5,46,C,330472.95057607716
2602.967709076745,5,67,D,406559.0212241898
2149.323509143885,1,34,A,302010.4240815787
748.9196608319335,4,59,A,759802.1588227716
2424.841318912014,4,29,A,327459.85511263035
1155.1251028660486,5,61,B,243303.34128288494
1693.2516320504212,1,43,A,261286.92071342396
2200.868053010337,2,62,A,369507.8550381372
,5,59,B,281719.1808042283
2471.3664333703246,1,7,A,376498.7934846308
2256.758256307897,3,6,A,400924.6853191782
853.8746337078147,2,27,A,182518.25773433718
1516.5395061397317,4,34,D,297917.27872877324
1969.2442399328188,5,68,B,358001.79098596796
1455.0007912409746,1,75,A,193339.5755542979
1670.2340962913172,1,59,A,210208.5465687423
2279.870946833371,2,16,D,324529.5702182497
1990.0687840100732,5,76,A,330455.8840864607
1247.6285789070844,4,69,B,223249.35502011026
1904.7638216121823,3,67,A,314353.61843693437
1432.6382189340766,4,0,A,263997.1928323916
,4,52,D,177186.79694870513
1121.9664899987606,5,33,A,212454.98899623094
1972.173322260551,3,42,B,312219.65194678534
1783.1317764038627,2,66,A,257888.70243459815
1803.2590851350553,1,8,A,268674.30722437595
1112.2745712765504,5,9,B,253922.8967236809
1689.6422700074547,4,34,D,227105.20835994798
1177.6994353505452,4,74,C,237951.18594266975
1244.163699860023,1,76,B,178100.8320998922
1700.9239459257371,2,62,D,191658.58290599636
969.965729207702,5,3,B,223222.0239320139
2201.560359820267,1,75,D,217022.30457100322
3292.1297107637456,3,77,B,429862.25923603226
2075.2939494544426,1,6,A,288880.90228713804
1174.2581166026964,4,7,B,198829.96784186817
1637.2886915091092,5,1,D,269796.16294271336
866.7372338506573,1,61,B,187700.90033303646
1573.4301712246672,2,23,D,227876.04072828506
2104.3883613416306,1,10,A,277166.4832060837
2153.6308597114635,5,5,A,370228.78685119975
1180.9543476849403,5,25,A,238582.3077548887
,5,65,A,276146.51811694
2493.8448150032677,1,24,B,389132.89765049645
2853.0549510594583,5,48,A,417740.894169525
,1,28,A,216280.64028633648
1281.47999275243,4,10,D,208694.05029896696
1832.6495214722374,1,68,A,242933.72453627415
300.0,3,16,B,103867.57923577917
1481.3795993094686,1,14,A,231282.42899122273
1637.4150184127286,1,64,B,239005.98222969752
1524.3948074772675,4,69,A,232490.35061613115
849.6760631024866,1,34,C,211912.5956912597
1652.6693353622086,4,30,C,313711.6090565606
1334.034827966591,5,30,C,256779.42999950715
2254.4898350748736,4,5,A,326880.7410109297
1248.9151095463421,3,53,B,250341.96111774852
1630.5929221432552,4,70,A,296962.20974587137
1660.2312449289582,5,39,D,260760.78302490243
2140.542852794712,1,61,B,306725.80403683754
300.0,1,41,C,121629.52492846387
1595.6250385223998,2,35,A,254260.97772049092
2255.769089564206,5,70,D,325166.12653513567
1582.9870576640594,5,52,C,375453.4165736775
,2,13,B,184536.47920305032
1995.9589035503745,3,54,B,314241.75498327595
2002.0121437461053,3,20,B,342205.5266905854
1637.706364825603,4,31,C,347077.2375850636
1104.1225756249619,4,66,A,184467.40419167207
1355.5949126837504,5,43,B,241244.61038795972
1611.7460946381439,3,19,B,282823.55713257694
1274.6802865450284,5,32,B,258342.2985668296
647.8929909882311,1,20,A,128429.33911941729
1338.427920641302,5,38,D,270634.999454327
1762.9536393169346,3,67,B,301184.17529381526
1495.7639596250672,3,56,B,289782.86546920676
1754.6562965169583,5,50,B,334781.5052671897
1850.1947873777542,3,33,A,248112.60364327556
2337.9453002185924,2,1,A,329654.11966938793
3122.2944740709336,1,32,B,438574.8642029897
2239.0673040758434,2,54,A,320518.25151379633
957.4028720707028,1,61,A,160676.3057636905
300.0,3,6,B,106235.09760743052
1743.3226987984121,3,23,D,273662.301245632
1842.833061154778,1,11,C,301439.910081001
1102.8760164992543,2,27,B,225871.06774409593
1963.2192823212447,2,36,C,374944.7781006692
1339.8362472787219,2,34,A,223412.70617636383
2041.6018396689822,3,18,A,1927697.5497086598
1604.6890962169027,2,18,B,329941.7907772519
2038.477554434783,4,5,C,378539.4924132033
754.0828835367406,3,69,D,112213.40693997701
1536.9198749404204,5,13,C,298014.9349581008
1710.8423961164726,5,32,A,273081.5899316366
945.0751649400412,4,42,D,177849.6803067653
2929.4029549360384,2,26,A,393383.69534852414
1475.5359527426856,1,13,B,274723.61987440154
2633.9830374050257,1,4,C,408091.1295259453
,1,47,A,183674.4027424331
1662.017306711398,5,17,C,320021.59269896767
2510.3411470260116,3,72,B,383672.6422967498
1982.2961070166757,4,48,B,319447.0284203301
1915.2326101739163,1,0,C,350804.26013534894
1959.5660689057304,2,3,B,333109.48867552524
980.30527425548,4,35,B,259151.3225391864
1566.2679158171213,3,77,B,305843.9485638965
1226.132607670982,3,68,A,211054.412414064
1918.448191388589,1,79,A,288450.5935729441
1473.6011217578987,3,30,A,247932.6929099889
1773.5645271001508,2,11,C,309414.0655318374
1753.6244620434347,4,61,B,317664.6649121298
1778.177769056992,1,4,A,232212.93852842928
1779.151726853082,3,68,A,345390.86715937726
1408.573136169841,1,33,B,224467.52136419585
1167.5983226660794,3,2,B,220291.91077273648
1401.3862143878246,3,21,B,250149.32830946505
2442.923004386189,4,24,C,406061.87856043025
2024.4970838789118,1,13,A,244161.82298613808
2152.173216355209,3,44,D,344187.40683859936
2627.9807497826087,2,8,D,341756.58307467157
1092.3414400961021,2,55,A,153248.64021864132
2105.9714528890927,3,39,C,347800.826468612
1154.9555368783529,4,23,B,243605.22421632157
1599.4004406798672,5,70,D,277151.0185417416
,4,54,C,373746.57349373715
2768.6071602818542,2,78,B,440906.9498592674
1330.701034514887,1,20,C,293644.08780546417
1743.1222478436944,2,27,A,265033.6976206003
2493.7420823729503,3,77,B,345060.98466132826
906.1151283807766,2,31,B,209290.1233808528
2017.2677488239367,4,8,A,324020.5228176931
1615.0331097612693,2,52,A,253650.72384539444
1270.9830171179665,4,52,A,234565.43912104002
1887.9784938441653,5,30,C,363027.6494254035
2156.955517108094,4,63,A,314200.7028682993
1252.7401426042738,3,72,A,179721.60027238223
2027.9938691080447,5,16,B,385171.8623962652
1904.0219937720583,5,63,C,365074.4298406723
1054.9120163983714,3,53,B,221399.84639096702
2732.047720164074,1,47,C,406068.67404169595
2453.9416018920874,1,77,A,346614.32919382874
1284.0439512665293,3,52,C,238850.29547839184
1448.0214703614924,1,3,C,262752.00264866673
2262.4681402485407,3,57,A,366612.73464166967
,1,48,D,259261.92668801366
696.1688368664288,4,52,B,191412.59269408244
2429.329267440436,3,52,B,322973.1235540728
1805.2688537794638,4,28,B,324800.53913931304
2944.2157145789506,3,19,B,415471.8524704251
2014.4802739013917,2,43,A,312501.5091617811
1914.5954936298076,4,42,B,355402.6306071897
3524.7002888364786,1,23,C,521273.7562381689
1696.879592429141,2,52,C,259613.44355586483
1228.9105410738725,5,22,A,223564.7070058217
1937.5187877415487,3,37,A,268551.5798316765
2481.4529418126394,2,53,A,345666.3038420013
1100.9279134881426,5,61,A,192495.0617102587
1255.040934416726,1,34,B,256146.07059347662
2069.8662590258577,2,29,A,248667.05644546807
300.0,3,67,A,72864.49869348202
1144.3928052106162,4,43,A,195929.69696514503
2277.2904494652416,2,17,B,336680.2603451315
1447.9560503081425,1,55,B,232075.78406662235
824.1101203853672,5,20,B,212349.19134911825
2955.339995057584,2,6,A,465016.76130640175
953.6789056360391,4,69,D,160236.37888752564
1485.9806718240563,4,74,A,190076.84058495171
1576.3611004255827,3,28,C,300730.41026556515
1849.886636386621,4,35,A,282866.3498034474
1578.2968788576309,1,77,A,248081.70073197313
1751.420952859734,1,4,B,280551.6827294153
1834.496747445546,3,10,B,342592.459751158
1747.9941427401463,4,56,B,259241.78810462749
1855.964304415945,3,68,B,238768.5951658715
372.6445873101843,2,33,B,134521.78104560432
2064.638818660538,4,44,B,366821.2915377056
957.3259812113781,3,73,D,135905.62185328855
500.0126932625633,2,42,A,125999.77734935578
2628.808743894724,1,14,A,362675.7417638909
1028.6908324805365,5,42,A,252111.2768358552
1907.9214635725255,4,29,A,327251.36225052486
1336.4631077610727,3,14,B,257470.98218756798
1392.9202704777317,3,67,C,275692.1376136935
2090.192861149295,1,62,A,330157.2610145965
1171.065024485095,1,3,C,252217.381385415
2023.6045652489893,3,32,A,312780.3682915576
2028.4154857458057,1,37,C,343051.7853246205
2498.6687483616884,5,50,A,387391.30701925856
1598.2720677017694,1,35,B,319533.83263749257
2427.9493520185265,1,51,A,327346.42469007464
2832.416824045239,2,42,A,412893.34704267915
2752.0093676522793,2,69,A,352374.1611471042
2151.646174074837,3,0,A,340433.43697718345
2069.4996431574027,5,74,C,324515.0256939315
3509.672976435564,4,17,C,587420.2460749792
3139.305575278534,1,42,D,431806.07568371936
,1,53,A,205490.728063648
2354.1654217669734,2,16,B,333400.00897793507
2161.175539238141,5,58,C,436668.0161695757
1843.3604768989926,3,42,A,329434.6127449004
1891.9873788732907,5,53,B,293417.8923024446
2092.671067477388,3,79,A,284004.0880535128
2362.4150863977598,4,74,A,326927.1215850115
1931.2619169909808,3,23,B,304449.2198058345
2003.8762287358602,4,43,D,285477.3069380093
2635.2841884855843,4,18,C,448748.2718771943
1990.6321460564213,2,36,A,264103.7509230233
2127.013489027849,2,59,A,328271.8182580105
2394.138057947661,2,53,D,320370.1195426132
2779.9574496350533,1,71,A,369567.12843796785
2536.2245575202382,1,45,C,433957.8154193818
2026.3289716961356,2,15,A,335296.5426122883
1924.6892723856383,2,75,A,276428.1962343107
1065.8378532891518,1,57,B,178559.83753472692
1975.237526462131,3,66,C,351663.2837090076
1177.6981440325062,3,76,B,205354.31229138357
1185.5763350905454,3,55,B,246977.30166429732
2190.305356481431,5,45,C,357127.99080961844
1739.653689854547,3,28,C,312969.9264904148
2083.325697617621,1,70,A,275993.8732520867
1423.8221295732005,4,33,B,256854.0247220248
2520.7224044856976,3,54,B,381204.1319051161
1886.2633080337407,2,76,A,258539.71472137357
2512.636996220171,5,53,A,343783.595645562
2204.0642941090955,3,54,B,341844.458659086
1899.1494231591973,5,10,A,337712.34721993475
,3,75,C,228149.32519433126
1818.9045465893184,4,18,A,298096.06076596724
2296.8062912919722,5,0,A,370155.792537625
2218.5946404923757,4,19,B,387561.72422173293
1082.6492084977547,4,32,B,207893.2934358753
2415.409231647567,1,29,B,359550.5836747657
1671.655235114935,2,62,B,283321.0541330947
2289.1582326023263,3,10,A,334923.3128099175
1381.507043153663,5,51,B,253494.03559342507
2182.7131725939453,5,15,A,339547.2891728264
1322.0448703042787,4,1,A,206950.34613779123
1877.614098995541,4,65,D,287409.1803071198
1621.1821159682104,1,76,A,240169.886727713
1628.656459884355,2,21,B,276947.16461432044
1460.0476538454561,5,73,B,241561.46856209665
1707.8525422496946,3,4,A,286892.3956621516
755.619185899505,1,60,B,155930.319052575
2325.9598160408514,4,13,A,343523.4988163221
2377.0119522530326,4,29,B,342141.77209907706
1534.3356762918106,5,19,C,329705.4593051316
972.14722445524,3,0,B,210601.90907084537
1411.9744381078342,3,12,C,307469.4362025307
2368.5685978187257,4,11,B,353136.0933480603
2175.3124640290644,5,26,B,300523.55500097293
1619.7878634487352,2,1,A,268474.55379355774
2338.3648680843503,4,23,A,350705.05920809857
1175.1115462004882,1,6,A,166827.513176275
1432.4182013454051,5,62,B,250189.76798631344
2084.7643480100937,3,73,B,312222.6145525506
1742.4520021773249,2,32,A,245243.37361549068
1446.4645805068778,3,37,B,273323.7733992442
300.0,3,60,A,48614.412499685066
,1,39,A,261875.8441365699
1994.2330880383875,4,57,A,248246.70722273504
754.2466028691479,2,69,B,164345.32033614462
2160.1954116651164,1,26,B,249810.32951510197
1791.381744744848,4,35,A,291509.7890606323
1967.3008664245895,3,19,A,312396.39878013916
2367.1159239456,2,26,B,358954.927227588
1356.0679170304036,3,77,A,215823.60587536127
2228.13852854348,3,70,C,389895.6994165692
2210.31249119007,2,52,C,353002.80703825125
2256.9094435561065,5,40,A,348627.35667440516
2781.573466983704,4,8,D,446227.2259074055
2195.240905652818,2,79,C,346740.9390424486
1463.0653737964876,4,61,A,232195.6364851036
2879.030652083129,5,46,C,490362.05902511155
1135.6124726371313,4,2,A,225140.47627213536
1522.3658433851915,2,63,B,248685.90884060445
1221.3181733973643,5,49,A,227031.43599685142
1738.343520274891,3,50,B,271507.6624262925
2449.331569926213,3,69,C,398529.78025960346
2578.671574104351,1,5,B,410979.9741194669
2078.110449482342,4,4,A,335936.97696911014
1434.3653618512515,1,58,A,183683.50751004528
1467.8276411096795,1,44,B,217258.41135357006
1438.0823180054608,1,64,B,192383.14566885712
2371.704409394213,4,4,B,392150.4772702067
1256.0764046338106,1,58,D,202567.62779841904
2318.7157652473097,1,65,B,321140.67313099623
1780.4435570254468,2,46,D,287525.1802684798
1903.2306434711584,4,61,A,279276.7627252174
2707.0310303404035,3,27,C,401075.34952072555
1514.799591565606,5,11,B,272686.7158603201
2797.0371576884363,1,77,C,427499.67218210275
954.3284043757976,1,26,D,152116.82914668985
1305.1417836380983,3,74,B,227510.77239796525
852.965158139018,5,21,A,150291.4870183459
1351.930869570068,4,35,A,244097.22599445202
2149.729258327034,3,39,A,305581.45325740153
2242.6374389781786,2,59,C,333674.7135112888
1984.0651820843943,5,42,D,305735.2949992478
1960.2551769992097,4,69,B,320544.23074108374
1096.003813975517,5,22,A,237132.43410210937
1003.9009002442382,2,72,C,206638.38548587647
1982.3340044921993,2,56,D,332789.826997927
2608.684186383598,2,26,B,417857.79382903536
1581.5191437811673,4,15,A,287275.4604036574
1038.8642300458123,3,25,B,172284.1643247204
880.0317133501032,5,4,C,190387.43263937352
1391.6089712316386,1,75,B,222344.54812361108
2747.7262933014417,5,64,C,471647.9580494464
1675.356277480553,3,14,B,322072.51762629347
1177.233975566131,2,12,C,229894.5791085611
1434.3174935013421,5,63,B,306504.120979177
1509.8730172181085,4,76,A,208216.6040110448
1959.3680491330224,5,59,C,338454.7542492817
1403.9901278546854,2,54,A,199601.34268888924
1266.036255197298,5,37,B,268281.6481904979
1687.189809274214,1,28,B,261803.36645959207
2081.202194757733,2,24,D,324409.87689647416
2230.2262607573102,2,20,A,309294.2678013604
2130.3192097603182,1,72,A,331383.5252804856
1525.5018421976201,1,34,A,233891.78966144624
782.9537891839232,5,68,A,149350.54618575532
1320.890314273808,4,15,C,285048.640038198
1970.4488359656307,4,22,B,351751.12315376854
999.8188286940517,3,25,B,192079.89978545945
1951.5715337896866,3,4,C,336787.74788454745
1446.014430493594,1,15,C,301424.2383630313
1450.7016278981498,3,66,B,278930.3312635342
2471.7042048133135,4,1,B,431852.23764969985
1931.2395779271458,4,5,B,300422.6115112951
2622.153703695887,1,38,C,420429.3363682493
1236.4482072223718,1,3,A,221317.9219171351
2478.444715278508,3,59,C,364745.77812320215
2345.4482461452667,2,63,D,324887.87922668667
300.0,2,65,A,98571.97481770176
1747.0375729382733,2,18,C,367103.19502627966
2725.334645354157,4,22,C,424561.9515270448
2266.8344287007976,3,18,B,358944.93855894724
1535.2073060592277,3,66,C,353072.7910151528
1660.3257655969053,1,78,A,211852.43896351565
1018.1707312576813,5,58,A,181780.56745061697
1923.775494036137,5,11,A,305195.68203406635
724.0967512647289,2,56,C,148640.42584235224
1190.8159536083085,3,36,A,227625.61087421348
2471.4986162792893,3,37,C,470217.40043001313
1787.660973674806,1,59,A,270978.40133848373
1581.9443706721465,2,42,C,316325.61599013314
1736.4533261691338,4,26,A,247854.76062182453
3445.1364074923213,4,10,B,506067.53299285134
2421.1127944549103,5,59,D,328145.5023336182
1334.6151752426285,5,68,B,219102.24221676594
2800.0498502942123,1,7,C,400265.6346321161
